restaurant_name,translated_restaurant_name,url,tel,genre,business_hours,closed_days,budget,credit_card,address,entrance,parking,seats,counter_seats,smoking,private_room,store_website,remarks,lecture,cooking_specialties,drinking_specialties,usage_scenes,wifi_available,video,qr_code_payment,phone_number,private,available_drinks,reservation,child_friendly,power_supply_available,foreign_language_support,dress_code,pet_friendly,instagram,facebook,waiting,service,additional_equipment,ic_card_payment,twitter,쇼핑 직무 정보,beer_maker,인근 시설
浅草酒場　岡本 煮込み通り2号店,아사쿠사 바 오카모토 니코 리도리 2 번 지점,https://retty.me/area/PRE13/ARE9/SUB902/100000827654/,03-6479-8783,이자카야 음식은 닭고기 요리를 멈췄습니다,"[Sun, 월요일부터 수요일, 금요일, 토요일, 휴일 전 및 휴일 전]
 11:00-23:00
[나무]
 17:00-23:00",하루 종일 개점,"점심 : ~ 1,000 엔
저녁 식사 : ~ 3,000 엔",Amex,"감귤 건물 1f, 1-40-7 아사쿠사, Taito-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Tsukuba Express / Asakusa Station에서 도보로 3 분 거리 (210m)
도쿄 메트로 긴자 라인 / 아사쿠사 역에서 도보로 5 분 (380m)
도쿄 메트로 진 자 라인 / 타와 라마치 (도쿄) 역에서 도보 6 분 (450m)",,100 석,예,"예
완전히 흡연이 허용됩니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,"점심, 연회 및 음주 파티, 싱글, 싱글, 작별 파티, 환영 파티, 연말 파티, 새해 파티, 세련된, 저녁 식사, 쌀, 맛있는 레스토랑, 싼 레스토랑, 흡연 허용, 세련된 점심, 지불금 지불 가능
다른 사용 장면을 참조하십시오",,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/36106194.jpg,PayPay,,,,,,,,,,,,,,,,,,,
大衆酒場 岡本,인기있는 바 오카모토,https://retty.me/area/PRE13/ARE9/SUB902/100000779615/,03-3841-7587,이자카야 야키소바 야키토리 오코야키,"[월요일부터 금요일까지]
 11:00-23:00
[태양, 토요일, 휴일]
 10:00-23:00",하루 종일 개점,"점심 : ~ 2,000 엔
저녁 식사 : ~ 3,000 엔",불가능합니다,"2-5-14 Asakusa, Taito-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Tsukuba Express / Asakusa Station에서 도보로 3 분 거리 (170m)
도쿄 메트로 진 자 라인 / 아사쿠사 역에서 도보로 6 분 (440m)
도쿄 메트로 긴자 라인 / 타와 라마치 (도쿄) 역에서 도보로 7 분 거리 (510m)",,50 석,예,"예
완전히 흡연이 허용됩니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
7 명 이상",,,,,,"점심 연회와 음주 파티 싱글 OK 작별 파티를 환영 파티 연말 파티 새해 파티를 마실 수 있습니다.
다른 사용 장면을 참조하십시오",,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/8773761.jpg,PayPay,,,,,,,,,,,,,,,,,,,
肉バル IRORIA,미트 바 Iroria,https://retty.me/area/PRE13/ARE9/SUB902/100001484429/,03-3845-8495,이탈리아 요리 치즈 요리 와인 바,"[월요일부터 금요일까지, 휴일 전]
 14:00-24:00 L.O. 23:30
[태양, 토요일, 휴일]
 12:00-24:00 L.O. 23:30",하루 종일 개점,"점심 : ~ 2,000 엔
저녁 식사 : ~ 3,000 엔","비자
마스터 카드
Amex
식당
JCB","1-23-1 아사쿠사, 타이토 쿠, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Tsukuba Express / Asakusa Station에서 도보로 3 분 거리 (180m)
도쿄 메트로 진 자 라인 / 타와 라마치 (도쿄) 역 (370m)에서 도보로 5 분
도쿄 메트로 긴자 라인 / 아사쿠사 역에서 도보로 5 분 (380m)","없음
근처 (할인 없음) 사용 가능","35 석
(레스토랑은 소규모 그룹과 중형 모임에 적합하며 다양한 좌석이 있습니다! 직장 연회, 친구와의 파티, 여자의 밤, 그룹 날짜 및 엔터테인먼트와 같은 다양한 경우에 적합합니다. 개인 파티를 위해 문의하십시오.)","예
(긴장을 풀고 차분한 분위기가있는 카운터와 긴장없이 즐길 수있는 카운터와 완벽한 서비스입니다. 맛있는 음식, 와인 및 칵테일뿐만 아니라 시간을 잊어 버리고 여가 속도로 즐기는 사람들에게 완벽합니다 !!).","불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,LA Care 고객 전용 : 전채 요금 : 300 엔 (세금 제외),"2,999 엔 미만, 3,000 ~ 3,999 엔 코스, 4,000 ~ 4,999 엔 코스가 있습니다.","우리는 야채 요리, 고기 요리 및 재료를 생산하고, 알레르기가있는 고객을 수용 할 수 있으며, 채식 메뉴를 수용 할 수 있으며, 요리사는 해외에서 훈련을 받고 매장 내에서 준비했습니다.","맥주, 사케, 쇼치, 와인, 위스키, 칵테일, 아와 모리","점심으로 점심으로 먹는 여자 파티 모든 싱크 파티 및 음주 파티 싱글 파티 싱글 파티는 괜찮은 작별 파티 환영 파티 연말 파티를 마시는 새해 파티를 마시는 와인을 마시는 주차장이 있습니다.
다른 사용 장면을 참조하십시오",예,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100001484429/archive/2420072-60e6d8e3972f5.jpg,PayPay,,"예
예약 할 수있는 사람의 수에 대한 최저 한도 (앉음) : 20 명
제한된 수의 사람들이 임대 할 수있는 (좌석) : 35 명
예약 할 수있는 사람의 수에 대한 최저 한도 (스탠드 스탠드 식사) 20 명
최대 40 명이 임대 할 수 있습니다 (스탠드 스탠딩 식사)","ALL-YOU-CAN-DRINK 가격 : 1,000-1,999 엔, 3,000-3,999 엔 All-You-Can-Drink 코스에는 All-You-Can-Drink, 4,000-4,999 엔 All-You-Can-Drink 코스에는 1 시간 동안, 2 시간 동안 2 시간 동안 2 시간 동안 2 시간 동안 2 시간 동안 만약을 포함합니다.",사용 가능한 예약,"예
어린이는 환영하고, 미취학 아동은 환영하고, 초등학생은 환영하며, 알레르기 식품을 환영합니다.",예 (무료),"영어
직원과 함께 언어 지원 메뉴가 있습니다",없음,,,,"개방성이 있습니다
조용한 가게
활발한 상점
차분한 분위기
단독 주택 레스토랑
골목을 향합니다
운송 시설에 있습니다","놀라운 응답 가능
축하 가능성
음료를 가져올 수 있습니다",TV 및 모니터 사용 가능,,,,,
林の卓,숲의 테이블,https://retty.me/area/PRE13/ARE9/SUB902/100001649915/,03-6802-7868,이탈리아 요리 서부 요리 함부르크 스테이크 카페,"[월요일 ~ 목요일]
 15:00-27:00 L.O. 26:00
[금요일, 토요일, 휴일 전]
 15:00-29:00 L.O. 28:00
[낮]
 15:00-24:00 L.O. 23:00
영업 시간은 하루에 따라 다를 수 있습니다",명확하지 않습니다,"점심 : ~ 1,000 엔
저녁:-",Amex,"1-1-16 Asakusa, Taito-Ku, 도쿄, HK Asakusa 5f
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 긴자 라인 / 아사쿠사 역에서 도보로 1 분 (39m)
Tsukuba Express / Asakusa 역에서 도보로 8 분 (600m)
도쿄 메트로 긴자 라인 / 타와 라마치 (도쿄) 역에서 도보로 9 분 (700m)",없음,80 석,예,"(흡연 구역 이용 가능)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
4 명
7 명 이상",,PayPay는 다른 결제 방법으로 제공됩니다.,"2,999 엔 미만, 3,000 엔 ~ 3,999 엔","우리는 야채 요리, 고기 요리, 생선 요리, 알레르기가있는 고객을 수용 할 수 있으며 매장 내에서 준비된 고객을 수용 할 수 있습니다.","맥주, 사케, 쇼치, 와인, 위스키, 칵테일, 아와 모리, 샤 옥싱 와인","싱글 링크 연회/음주 파티 싱글을위한 개인 실
다른 사용 장면을 참조하십시오",예,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100001649915/archive/2770202-62C2BB97C6D31.JPG,PayPay,,"예
임대 할 수있는 제한된 수의 사람들 (좌석) : 50 명","ALL-YOU-CAN-DRINK 가격 : 1,000 엔 -1,999 엔, 한 시간 반 동안 온 맨 링크",사용 가능한 예약,예,,"중국인
언어를 말할 수있는 직원이 있습니다",없음,불가능합니다,,,"보기가 좋습니다
풍경은 아름답습니다
개방성이 있습니다
활발한 상점",축하 가능성,TV 및 모니터 사용 가능,,,,,
PIZZERIA Kiraku,피자 리아 키라쿠,https://retty.me/area/PRE13/ARE9/SUB902/100001730714/,03-6826-0238,이탈리아 피자,"[Sun, 월요일, 화요일, 목요일, 금요일, 토요일]
 11:30-14:30 L.O. 14:00
 17:30-22:30 L.O. 22:00",매월 두 번째 일요일마다 매월 네 번째 일요일마다 수요일마다,"점심 : ~ 2,000 엔
저녁 식사 : ~ 6,000 엔",,"도요타 빌딩 1F, 2-7-6 카미나리몬, 타이토 쿠, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 긴자 라인 / 아사쿠사 역에서 도보로 3 분 (180m)
도쿄 메트로 진 자 라인 / 타와 라마치 (도쿄) 역 (360m)에서 도보로 5 분
Tsukuba Express / Asakusa 역에서 도보로 6 분 (430m)",,,,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,"점심, 저녁 식사, 저녁 식사, 금연",,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/34179370.jpg,,,,,,,,,,,,,,,,,,,,
vineria PINCO PALLINO TOKYO,Vineria Pinco Pallino 도쿄,https://retty.me/area/PRE13/ARE9/SUB902/100001395695/,03-5849-4744,이탈리아 와인 바 파스타 쇠고기,"[월요일부터 금요일까지]
 17:00-24:00 L.O. 23:30
[태양, 토요일, 휴일]
 12:00-24:00 L.O. 23:30
(개막 시간)
[토요일, 일요일 및 휴일] 이탈리아어 코스를 개최하는 경우 오후 3 시부 터 오후 5 시까 지 휴식을 취할 수 있습니다.",불규칙한 휴일,"점심:-
저녁 식사 : ~ 4,000 엔",Amex,"7-1-6 Asakusa, Taito-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 긴자 라인 / 아사쿠사 역에서 도보로 8 분 (630m)
Toei Asakusa Line / Honjo Azumabashi Station 10 분 도보 (760m)
Tobu Isesaki Line / 도쿄 스카이 트리 역에서 도보로 12 분 (920m)",,"30 석
(여름 : 30 석 (1 층과 2 층) + 20 석 (5 층 테라스) 겨울 : 30 석)",예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
7 명 이상",http://www.vineriapincopallino-tokyo.com,"pets가 허용됩니다
・ 2 층에서 최대 20 명을 임대 할 수 있습니다.",,,,"점심, 개인 객실, 싱글 룸, 크리스마스 저녁 식사, 저녁 식사, 쌀, 고기, 비 조화, 개인 룸 점심, 개인 룸 엔터테인먼트, 급여 지불 지불 가능
다른 사용 장면을 참조하십시오",,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/27423766.jpg,PayPay,,,,,,,,,,,https://www.facebook.com/vinovinopincopallino/,,,,,,,,
マイアミガーデン 浅草店,마이애미 가든 아사쿠사 지점,https://retty.me/area/PRE13/ARE9/SUB902/100000098226/,03-3845-6395,이탈리아 음식 파스타 피자,"[하루 종일]
 11:00-23:30",하루 종일 개점,"점심 : ~ 2,000 엔
저녁 식사 : ~ 3,000 엔",Amex,"아사쿠사 플라자 호텔 빌딩, 1-2-1 아사쿠사, 타이토 쿠, 도쿄 B1F
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 긴자 라인 / 아사쿠사 역에서 도보 1 분 (25m)
Tsukuba Express / Asakusa 역에서 도보로 7 분 거리 (530m)
도쿄 메트로 진 자 라인 / 타와 라마치 (도쿄) 역 (620m)에서 도보로 8 분",,100 석,없음,"예
흡연은 전체적으로 허용됩니다 (가열 담배 만 해당)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,https://miami-garden.jp/,,,,,"점심, 솔로, 와인, 저녁 식사, 쌀, 흡연, 세련된 점심, 캐주얼
다른 사용 장면을 참조하십시오",,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/36179885.jpg,,,,,,,,,,,,,,,,,,,,
SALVATORE CUOMO & BAR 浅草,살바토르 쿠 오모 & 바 아사쿠사,https://retty.me/area/PRE13/ARE9/SUB902/100001204970/,03-5806-3965,이탈리아 요리 점심 뷔페/뷔페 피자 카페 바 배달/배송,"[하루 종일]
 10:30-23:30 L.O. 22:30
[월요일부터 금요일까지]
점심 10:30-15:00 L.O. 14:30
[하루 종일]
저녁 식사 17:00-23:00 L.O. 22:30
[태양, 토요일, 휴일]
점심 10:30-16:00 L.O. 15:30",하루 종일 개점,"점심 : ~ 2,000 엔
저녁 식사 : ~ 4,000 엔",예,"ROX-3G 1F, 1-26-5 ASAKUSA, TAITO-KU, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Tsukuba Express / Asakusa 역에서 도보로 2 분 거리 (120m)
도쿄 메트로 진 자 라인 / 타와 라마치 (도쿄) 역에서 도보로 5 분 거리 (380m)
도쿄 메트로 진 자 라인 / 아사쿠사 역에서 도보 6 분 (450m)",,100 석,예,"예
완전히 흡연이 허용됩니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,https://www.salvatore.jp/restaurant/asakasa/,,,,,"점심, 솔로, 엔터테인먼트, 크리스마스 저녁, 저녁 식사, 쌀, 흡연, 세련된 점심
다른 사용 장면을 참조하십시오",,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/35973542.jpg,,,,,,,,,,,,,,,,,,,,
LUNETTA,루 네타,https://retty.me/area/PRE13/ARE9/SUB902/100001420871/,03-6802-8966,이탈리아 요리 파스타 이탈리아 바,"[월요일, 화요일, 금요일]
 17:00-23:30 L.O. 22:00
[태양, 토요일, 휴일]
 12:00-22:30 L.O. 21:00
팔리 자마자 끝납니다","매주 목요일마다
공휴일이라면 다음날 문을 닫습니다.","점심:-
저녁 식사 : ~ 8,000 엔",Amex,"1-16-2 Kaminarimon, Taito-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 진 자 라인 / 타와 라마치 (도쿄) 역에서 도보로 2 분 거리 (150m)
Tsukuba Express / Asakusa Station에서 도보로 3 분 거리 (200m)
도쿄 메트로 진 자 라인 / 아사쿠사 역에서 도보 6 분 (470m)",,12 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
7 명 이상",,,,,,"점심, 개인 객실, 약혼 저녁 식사 파티, 싱글 OK, 엔터테인먼트, 크리스마스 저녁 식사, 와인, 세련된, 저녁 식사, 쌀, 비 흡연, 개인 실, 세련된 점심, 세련된 개인 실, 개인 실,
다른 사용 장면을 참조하십시오",,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/30545113.jpg,PayPay,,,,,,,,,,https://www.instagram.com/lunetta_asakasa/,,,,,,,,,
クッチーナ クラチオーネ ポッザ,Cuccina Cracione Pozza,https://retty.me/area/PRE13/ARE9/SUB902/100000707382/,03-6887-9086,이탈리아 요리 프랑스 요리 파스타,"[태양, 월요일부터 금요일, 토요일]
저녁 18 : 00-23 : 00
[태양, 금요일, 토요일]
점심 12:00-15:00 L.O. 14:00","매주 화요일
저녁 식사는 예약으로 만 이용할 수 있습니다 (하루에 한 그룹 만)","점심 : ~ 4,000 엔
저녁 식사 : ~ 6,000 엔",불가능합니다,"2-1-12 Komagata, Taito-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Toei Oedo Line / Kuramae Station에서 도보로 3 분 거리 (220m)
도쿄 메트로 긴자 라인 / 아사쿠사 역에서 도보로 4 분 (270m)
Toei Asakusa Line / Kuramae 역에서 도보로 6 분 (480m)",,24 석,예,"예
완전히 흡연이 허용됩니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,"점심, 약혼 저녁 식사, 싱글 파티, 엔터테인먼트, 크리스마스 저녁, 세련된 저녁 식사, 저녁 식사, 쌀, 흡연 허용, 세련된 점심, 지불금 지불 가능, 세련된 Merikuri 크리스마스 2024
다른 사용 장면을 참조하십시오",,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/30121867.jpg,PayPay,,,,,,,,,,,https://www.facebook.com/c.c.pozza/,,,,,,,,
オステリア イタリアーノ フォカッチャ,Osteria italiano focaccia,https://retty.me/area/PRE13/ARE9/SUB902/100000035390/,03-5828-5596,이탈리아 피자 파스타,"[Sun, 화요일, 금요일, 토요일, 공휴일 및 휴일 전]
점심 11 : 30-14 : 00 L.O. 14:00
저녁 식사 17:00-21:00 L.O. 21:00","매주 월요일
공휴일 인 경우 화요일에 문을 닫습니다","점심 : ~ 2,000 엔
저녁 식사 : ~ 5,000 엔","비자
마스터 카드
Amex
식당
JCB","Matsukawa Building 1f, 2-12-7 Nishi-Asakusa, Taito-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Tsukuba Express / Asakusa 역에서 도보로 1 분 (64m)
도쿄 메트로 긴자 라인 / 타와 라마치 (도쿄) 역에서 도보로 4 분 거리 (290m)
도쿄 메트로 긴자 라인 / 아사쿠사 역에서 도보로 9 분 (650m)",,26 석,없음,"연기 분리
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,"점심, 솔로, 크리스마스 저녁 식사, 음료 와인, 세련된, 저녁 식사, 쌀, 흡연, 세련된, 점심, 급여 지불 지불, 성인 날짜, 성인 연말 파티, 성인 새해 파티
다른 사용 장면을 참조하십시오",,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/2739225.jpg,PayPay,,,,,,,,,,,https://www.facebook.com/osteria-aliano-focaccia-160406567360940/,,,,,,,,
bevitore,Bevitore,https://retty.me/area/PRE13/ARE9/SUB902/100001488083/,03-6240-6776,이탈리아 요리 테이크 아웃,"[Sun, 월요일, 화요일, 목요일, 금요일, 토요일, 휴일 전 및 휴일 전]
저녁 식사 17:00-23:30
[태양, 금요일, 토요일]
점심 11:30-14:30",매월 두 번째 화요일 매월 넷째 화요일마다 수요일마다,"점심 : ~ 2,000 엔
저녁 식사 : ~ 4,000 엔",,"1F, 3-35-12 ASAKUSA, TAITO-KU, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Tsukuba Express / Asakusa 역에서 도보로 6 분 (410m)
도쿄 메트로 긴자 라인 / 아사쿠사 역에서 도보로 9 분 (670m)
도쿄 메트로 진 자 라인 / 타와 라마치 (도쿄) 역에서 도보 13 분 (980m)",,6 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,"점심, 솔로, 크리스마스 저녁 식사, 음료 와인, 세련된, 저녁, 쌀, 흡연 없음, 세련된, 점심, 크래프트 맥주
다른 사용 장면을 참조하십시오",,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/3362214.jpg,,,,,,,,,,,,https://www.facebook.com/bevitore.asakasa/,,,,,,,,
